,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
873,Piso en venta en Lavadores-Sárdoma,Lavadores (Vigo),83000,71.0,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
874,Piso en venta en Silleda (Casco Urbano),Silleda (Casco Urbano),105000,102.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gas natural,1,0,0
875,Piso en venta en Povisa,O Castro (Distrito Casco Urbano. Vigo),285000,91.0,3.0,2.0,Planta: 4ª,En buen estado,Entre 60 y 80€,1,0,1,Gas natural,1,0,0
876,"Piso en venta en Avenida de Domingo Bueno, 5, cerca de Calle de Antonio Palacios",O Porriño,130000,60.0,2.0,1.0,Planta: 2ª,En buen estado,0,1,1,1,Eléctrica,1,1,0
877,Piso en venta en Aragón-Travesía,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),188000,62.0,2.0,1.0,Planta: 5ª,En buen estado,0,1,0,1,Gas individual,0,0,0
878,Piso en venta en Arenal-Centro,Centro-Areal (Distrito Casco Urbano. Vigo),450000,136.0,4.0,2.0,Planta: 5ª,En buen estado,100.00 euros.,1,0,0,Suelo radiante,0,0,1
879,Piso en venta en Salceda de Caselas,Salceda de Caselas,120000,93.0,3.0,2.0,Planta: 1ª,En buen estado,45.00 euros.,1,0,0,Gas individual,1,0,1
880,Piso en venta en A Seca-Os Salgueriños,A Seca-Os Salgueriños (Pontevedra Capital),105000,55.0,1.0,1.0,Planta: 1ª,Reformado,0,1,0,0,No tiene,0,0,0
881,Piso en venta en Tui,Tui,150000,77.0,2.0,2.0,Planta: 4ª,A estrenar,0,1,0,1,Suelo radiante,1,0,0
882,"Piso en venta en Calle La Cal, cerca de Calle Concepción Arenal",Camposancos (A Guarda),106000,60.0,3.0,1.0,,En buen estado,30.00 euros.,1,0,0,Gasóleo individual,1,1,0
883,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,105000,75.0,2.0,2.0,Planta: 4ª,En buen estado,35,1,0,1,Gas ciudad,1,0,0
884,Piso en venta en Calle Real,Ponteareas,90000,100.0,3.0,2.0,Planta: 5ª,En buen estado,0,1,1,1,No tiene,0,1,1
885,Piso en venta en Calle A Revolta nº 26B,Sanxenxo,145000,92.0,2.0,1.0,,En buen estado,0,0,1,1,No tiene,0,1,1
886,"Piso en venta en Calle de Urzáiz, cerca de Calle del Alcalde Vázquez Varela",Casablanca-Calvario (Distrito Casco Urbano. Vigo),245000,149.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,No tiene,0,0,0
887,"Piso en venta en Travesía de Vigo, cerca de Calle Doctor Antón Beiras",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),165000,145.0,4.0,2.0,Planta: 6ª,En buen estado,89.00 euros.,0,0,1,Eléctrica,0,0,0
888,Apartamento en venta en Calle de Rosalía de Castro,Salvaterra de Miño,90000,60.0,2.0,1.0,Planta: 3ª,En buen estado,0,0,0,1,No tiene,0,0,0
889,"Piso en venta en Calle Jaime Janer, 71, cerca de Rúa Ezequiel Massoni",Marín,66000,94.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,Gas natural,0,0,0
890,Apartamento en venta en Plaza As Regas,A Seca-Os Salgueriños (Pontevedra Capital),160000,84.0,2.0,3.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
891,Piso en venta en Salceda de Caselas  Pontevedra,Salceda de Caselas,106320,78.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
892,Piso en venta en Berbés-Peritos,Berbés-Peritos (Distrito Casco Urbano. Vigo),165000,86.0,3.0,1.0,Planta: 1ª,A reformar,0,0,1,1,No tiene,0,1,1
893,Piso en venta en Balaidos,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),170000,130.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,0,1,No tiene,0,0,1
894,"Piso en venta en Calle Lamazanes , nº 1",Ponteareas,90820,91.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
895,"Piso en venta en Calle de Canido, cerca de Camino de la Praia de Canido",Coruxo-Oia-Saiáns (Vigo),495000,127.0,3.0,2.0,Planta: Bajo,A estrenar,0,0,0,1,Calefacción colectiva,1,1,1
896,Piso en venta en Calle Leandro DIZ,O Porriño,160000,96.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas natural,1,0,0
897,"Piso en venta en Avenida del Outeiro, 26",Raxo (San Gregorio). Municipio de Poio,116160,82.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,0,0
898,Piso en venta en Calle B,Lalín,64000,83.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
899,Piso en venta en Meira,Moaña (Resto Parroquia),150000,92.0,2.0,2.0,,En buen estado,0,0,0,0,Eléctrica,1,0,0
900,Piso en venta en Travesia de Vigo,Centro-Areal (Distrito Casco Urbano. Vigo),247000,86.0,3.0,2.0,Planta: Bajo,En buen estado,0,1,0,1,No tiene,0,1,1
901,Piso en venta en Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),147276,70.0,2.0,1.0,Planta: 7ª,En buen estado,0,0,0,0,No tiene,0,0,0
902,"Piso en venta en Carretera de Redondela, 148",Teis (Vigo),155000,61.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Gas natural,1,0,0
903,Piso en venta en Pasarón,O Burgo-Campus Universitario (Pontevedra Capital),174000,92.0,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
904,Piso en venta en Rúa do Magnolio,Ponteareas,105000,75.0,2.0,2.0,Planta: 4ª,En buen estado,Entre 20 y 40€,1,0,1,Gas natural,1,0,0
905,Apartamento en venta en Chapela,Redondela,135000,56.0,2.0,1.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Eléctrica,0,0,0
906,Piso en venta en Travesia de Vigo,Centro-Areal (Distrito Casco Urbano. Vigo),147276,66.0,2.0,1.0,Planta: 7ª,En buen estado,0,1,0,1,No tiene,0,0,0
907,Piso en venta en Calle Rio Oitavén,Parroquias Rurales (Pontevedra Capital),168000,120.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
908,"Piso en venta en Calle Xuncablanca, nº 7",Villalonga (Sanxenxo),126800,127.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
909,Piso en venta en Torneiros,Torneiros (O Porriño),78000,99.0,4.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,0,0,0
910,"Piso en venta en Calle de Manuel Núñez, 19",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),270000,96.0,2.0,2.0,Planta: 1ª,En buen estado,70,0,0,0,Calefacción individual,0,1,0
911,Piso en venta en Camelias-Gran Vía-Hispanidad,Praza da Independencia (Distrito Casco Urbano. Vigo),400000,156.0,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gasóleo colectivo,1,0,0
912,Piso en venta en Calle Ludeiros,A Seca-Os Salgueriños (Pontevedra Capital),275000,,3.0,2.0,,A estrenar,0,1,1,0,Otros,1,1,0
913,Piso en venta en Calle de la Tarela,O Porriño,135999,80.0,2.0,1.0,Planta: 3ª,En buen estado,40.00 euros.,1,0,0,Gas individual,1,0,0
914,Piso en venta en Bueu (Casco Urbano),Bueu (Casco Urbano),250000,103.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,1,1,Gas natural,1,0,1
915,Piso en venta en Monteporreiro,A Seca-Os Salgueriños (Pontevedra Capital),120000,85.0,3.0,1.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
916,Piso en venta en Calle de Luis Taboada,Centro-Areal (Distrito Casco Urbano. Vigo),225000,92.0,2.0,1.0,,En buen estado,0,0,1,0,No tiene,0,1,0
917,Piso en venta en Mos,Mos (Santa Eulalia),135000,55.0,2.0,2.0,Planta: 2ª,A estrenar,40.00 euros.,1,0,1,Suelo radiante,1,0,1
918,Piso en venta en Travesia de Vigo,Casablanca-Calvario (Distrito Casco Urbano. Vigo),190000,79.0,3.0,2.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,1,0,0
919,Piso en venta en Zona Praza de Barcelos,Zona Praza de Barcelos (Pontevedra Capital),280000,147.0,4.0,2.0,Planta: 1ª,A estrenar,0,0,0,1,No tiene,1,0,0
920,Piso en venta en Calvario-Urzaiz,Casablanca-Calvario (Distrito Casco Urbano. Vigo),179600,77.0,2.0,1.0,Planta: Bajo,En buen estado,0,1,0,1,Eléctrica,1,1,0
921,"Piso en venta en Rúa da Castiñeira, 32",Ponteareas,75700,70.0,2.0,1.0,Planta: 5ª,En buen estado,0,0,0,1,No tiene,0,1,0
922,Piso en venta en Ponteareas,Ponteareas,150000,140.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas individual,1,1,0
923,Piso en venta en Caeira,Poio (San Salvador),158000,120.0,3.0,2.0,Planta: Bajo,En buen estado,0,1,1,0,No tiene,1,0,0
924,Piso en venta en Ponteareas,Ponteareas,105000,75.0,2.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
925,Piso en venta en Calle de Uruguay,Centro-Areal (Distrito Casco Urbano. Vigo),267500,95.0,2.0,2.0,Planta: 4ª,A estrenar,90€,1,0,1,Eléctrica,0,0,0
926,Piso en venta en Carretera de Redondela,Teis (Vigo),155000,61.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Gas natural,1,0,0
927,Piso en venta en Calle Rúa Dos Mestres,Ponteareas,110000,135.0,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,1,No tiene,1,0,0
928,"Piso en venta en Paseo de la Praia de Silgar, cerca de Avenida de Luis Rocafort",Sanxenxo,499000,170.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Calefacción individual,1,1,1
929,Piso en venta en Forcarei,Forcarei (Casco Urbano),57000,87.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
930,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),272000,95.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
931,Piso en venta en Calle Puerto Rico,Casablanca-Calvario (Distrito Casco Urbano. Vigo),239000,142.0,4.0,2.0,Planta: 1ª,Reformado,0,0,0,0,Calefacción individual,0,1,0
932,"Piso en venta en Calle Concepción Arenal, cerca de Calle del Pitanxo",Marín,53000,113.0,3.0,2.0,Planta: 2ª,A reformar,0,0,0,0,No tiene,0,0,0
933,Piso en venta en Sanxenxo,Sanxenxo,305000,92.0,3.0,1.0,,En buen estado,0,0,0,0,Eléctrica,1,1,0
934,Piso en venta en Av. Madrid-Plaza España,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),375000,115.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,0,"Si, sin especificar",1,0,0
935,"Piso en venta en Carretera de Redondela, 148",Teis (Vigo),155000,61.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Gas natural,1,0,0
936,Piso en venta en Adina (Santa María),Adina (Santa María). Municipio de Sanxenxo,400000,95.0,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,1
937,Piso en venta en Camelias-Gran Vía-Hispanidad,Praza da Independencia (Distrito Casco Urbano. Vigo),176000,70.0,2.0,1.0,Planta: 1ª,En buen estado,68.00 euros.,0,0,1,No tiene,0,0,0
938,Piso en venta en Hispanidade,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),600000,280.0,4.0,4.0,Planta: Bajo,En buen estado,0,1,1,0,No tiene,1,0,0
939,Piso en venta en Cangas,Cangas,103000,65.0,,,,En buen estado,0,1,0,0,No tiene,1,0,0
940,Piso en venta en Rúa Vista Alegre,Vilagarcía de Arousa,75000,100.0,3.0,1.0,Planta: 1ª,A reformar,0,0,1,0,Sin especificar,0,1,1
941,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,140000,75.0,2.0,2.0,Planta: 1ª,En buen estado,Entre 20 y 40€,1,1,1,Gas natural,1,0,0
942,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,299000,160.0,3.0,2.0,Planta: 6ª,Reformado,0,1,0,1,Gas natural,0,0,0
943,Piso en venta en Sanxenxo,Sanxenxo,167000,45.0,1.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,Central,1,0,0
944,Piso en venta en Avenida de América,A Estrada,131750,89.0,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,1,No tiene,1,1,0
945,Piso en venta en Doblada-Estación Autobús,Casablanca-Calvario (Distrito Casco Urbano. Vigo),181400,77.0,2.0,1.0,Planta: 4ª,A estrenar,0,1,0,1,Biomasa,0,0,0
946,Piso en venta en Campo da Torre-Mollabao,Campo da Torre-Mollabao (Pontevedra Capital),257000,127.0,4.0,2.0,Planta: 3ª,A estrenar,0,0,0,1,No tiene,0,0,1
947,Piso en venta en Arenal-Centro,Centro-Areal (Distrito Casco Urbano. Vigo),295000,123.0,4.0,3.0,Planta: 4ª,En buen estado,75.00 euros.,1,0,0,Gas individual,1,1,1
948,Piso en venta en Campolongo,Campo da Torre-Mollabao (Pontevedra Capital),206000,113.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
949,Piso en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),450000,140.0,4.0,2.0,Planta: 9ª,En buen estado,0,1,1,1,No tiene,0,0,0
950,Piso en venta en Calle del Busto de Abajo,Marín,69300,123.0,3.0,1.0,Planta: 3ª,A reformar,0,0,0,0,Eléctrica,0,0,0
951,Piso en venta en Arenal-Centro,Casco Vello (Distrito Casco Urbano. Vigo),260000,104.0,3.0,1.0,Planta: 3ª,A reformar,20.00 euros.,0,0,0,Gas individual,0,0,0
952,Piso en venta en Urzaiz-Calvario,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),260000,140.0,4.0,2.0,Planta: 4ª,En buen estado,100.00 euros.,1,0,1,Suelo radiante,1,0,0
953,Piso en venta en Calle de Pedro Alvarado,Teis (Vigo),210000,90.0,3.0,2.0,Planta: 1ª,En buen estado,67,1,0,1,Calefacción central,1,0,1
954,Piso en venta en Salceda de Caselas,Salceda de Caselas,140000,105.0,3.0,2.0,Planta: 2ª,En buen estado,42.00 euros.,1,0,1,Gas individual,1,0,0
955,Piso en venta en Calle de Colón,Centro-Areal (Distrito Casco Urbano. Vigo),465000,225.0,3.0,2.0,Planta: 8ª,En buen estado,200,0,0,1,Calefacción individual,0,0,0
956,"Piso en venta en Calle de Tomás Paredes, 116, cerca de Avenida de Castelao",Coia (Distrito Casco Urbano. Vigo),99900,104.0,3.0,2.0,Planta: 3ª,A reformar,0,1,0,0,No tiene,0,1,1
957,Apartamento en venta en Venezuela,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),149000,83.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Eléctrica,0,0,0
958,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),269000,139.0,4.0,3.0,Planta: 1ª,En buen estado,60 euros,1,1,1,Gas natural,0,0,1
959,Piso en venta en Matamá,Matamá-Beade-Bembrive-Valadares-Zamáns (Vigo),265000,100.0,3.0,1.0,Planta: 2ª,En buen estado,0,1,0,0,No tiene,0,1,1
960,Piso en venta en Caldelas de Tui,Guillarey (Tui),60000,75.0,3.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,Eléctrica,0,0,0
961,Piso en venta en Calle del Príncipe,Centro-Areal (Distrito Casco Urbano. Vigo),700000,200.0,3.0,3.0,Planta: 2ª,En buen estado,0,0,0,1,Calefacción individual,0,0,0
962,"Piso en venta en Calle de Urzáiz, cerca de Avenida del Alcalde Gregorio Espino",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),228000,90.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,0,0,0
963,"Piso en venta en Calle Lamazanes , nº 1",Ponteareas,90820,91.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
964,Piso en venta en Calle Pio XII,O Porriño,110000,103.0,3.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,Eléctrica,0,0,0
965,Piso en venta en Casablanca-Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),135000,105.0,4.0,2.0,Planta: 4ª,En buen estado,50.00 euros.,0,0,0,No tiene,0,0,0
966,Piso en venta en Avenida de Buenos Aires,Teis (Vigo),170000,118.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,0,0
967,Piso en venta en Camelias-Gran Vía-Hispanidad,Praza da Independencia (Distrito Casco Urbano. Vigo),305000,100.0,4.0,2.0,Planta: 5ª,En buen estado,0,0,0,0,"Si, sin especificar",1,0,0
968,Piso en venta en Pza Independencia,Praza da Independencia (Distrito Casco Urbano. Vigo),320000,113.0,3.0,2.0,Planta: 8ª,En buen estado,Más de 100€,1,0,1,No tiene,1,1,0
969,Piso en venta en Polígono Torneiros,Torneiros (O Porriño),53000,79.0,3.0,1.0,Planta: 1ª,A reformar,0,1,0,0,No tiene,0,0,0
970,Piso en venta en Calle de Manuel Antonio,Vilagarcía de Arousa,145000,90.0,3.0,2.0,,En buen estado,0,1,0,1,No tiene,1,1,0
971,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),272000,95.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
972,"Apartamento en venta en Calle del Conde de Torrecedeira, cerca de Camino Camilo Tuche",Berbés-Peritos (Distrito Casco Urbano. Vigo),125000,51.0,1.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Central,0,0,1
973,"Apartamento en venta en Calle San Sebastian, nº 73",O Porriño,93000,55.0,1.0,1.0,Planta: 2ª,Reformado,0,1,0,1,No tiene,0,0,0
974,Piso en venta en Calle de Bolivia,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),460000,203.0,5.0,3.0,Planta: 1ª,En buen estado,0,0,0,1,Calefacción central,1,0,1
975,Piso en venta en Zona Praza de Barcelos,Zona Praza de Barcelos (Pontevedra Capital),275000,150.0,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas,0,0,1
976,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Brasil",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),450000,210.0,5.0,3.0,Planta: 4ª,En buen estado,125,1,0,1,Calefacción central,0,1,1
977,Piso en venta en Calle del Progreso,Centro-Areal (Distrito Casco Urbano. Vigo),189000,64.0,1.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Calefacción individual,0,0,1
978,Piso en venta en Urzaiz-Calvario,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),168000,70.0,3.0,1.0,Planta: 6ª,A reformar,56.00 euros.,1,0,1,No tiene,0,0,0
979,Piso en venta en Avenida de Balneario,Mondariz,110000,114.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,Eléctrica,1,0,0
980,Piso en venta en Calle de Blanco Porto,Zona Praza de Barcelos (Pontevedra Capital),190000,145.0,4.0,2.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,0,0
981,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),196000,95.0,3.0,2.0,Planta: 1ª,En buen estado,60.00 euros.,1,0,1,Eléctrica,1,0,0
982,Piso en venta en Calle de Pío XII,O Porriño,110000,105.0,3.0,1.0,Planta: 1ª,En buen estado,0,1,0,0,No tiene,0,0,1
983,Piso en venta en Salvaterra de Miño,Salvaterra de Miño,83000,56.0,2.0,1.0,,En buen estado,0,0,0,0,No tiene,1,0,0
984,Piso en venta en Silleda,Silleda (Casco Urbano),36300,90.0,2.0,1.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
985,Piso en venta en O Porriño,O Porriño,158000,83.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,1,0,0
986,Piso en venta en Chapela,Chapela (San Fausto). Municipio de Redondela,134000,56.0,2.0,1.0,Planta: 1ª,En buen estado,52.00 euros.,1,0,1,Eléctrica,0,0,0
987,Piso en venta en Calle del Arzobispo Gelmírez,Vilagarcía de Arousa,140000,95.0,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Sin especificar,0,0,0
988,Piso en venta en Cangas,Cangas,210000,135.0,4.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Gas individual,1,0,0
989,"Piso en venta en Calle Ludeiros, nº 1",A Seca-Os Salgueriños (Pontevedra Capital),200000,62.0,2.0,1.0,Planta: 3ª,A estrenar,0,1,0,0,Otros,1,0,0
990,Piso en venta en Casablanca-Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),349000,110.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gas individual,1,1,0
991,Piso en venta en Calle de Xulián Estévez,Teis (Vigo),189000,92.0,3.0,2.0,Planta: 1ª,En buen estado,Entre 80 y 100€,1,0,1,No tiene,1,0,0
992,Piso en venta en Calle Avenida Camelias,Berbés-Peritos (Distrito Casco Urbano. Vigo),175000,93.0,3.0,2.0,Planta: 8ª,A reformar,69.00 euros.,0,0,1,"Si, sin especificar",0,1,0
993,"Piso en venta en Avenida Vigo, cerca de Calle de Alexandre Bóveda",Chapela (San Fausto). Municipio de Redondela,134000,64.0,2.0,1.0,Planta: 1ª,En buen estado,45.00 euros. alquilado por 590 euros - desde julio 2023,1,0,0,Eléctrica,0,0,0
994,"Piso en venta en Avenida de Agustín Romero, cerca de Calle Bosque Desamparados",Vilagarcía de Arousa,63300,103.0,2.0,1.0,Planta: 1ª,A reformar,0,0,0,0,No tiene,0,1,0
995,Piso en venta en Casablanca-Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),435000,108.0,3.0,2.0,Planta: 6ª,En buen estado,95.00 euros.,1,0,1,Gas individual,1,0,0
996,Piso en venta en Calle Avd Santo Domingo de Guzman,Salcidos (A Guarda),125000,100.0,3.0,2.0,Planta: 1ª,En buen estado,47.00 euros.,1,0,1,Gas individual,1,0,0
997,Piso en venta en Casco Viejo-Berbés,Casco Vello (Distrito Casco Urbano. Vigo),325000,103.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,1,0,0
998,"Piso en venta en Avenida de Fragoso, cerca de Camino de la Carballa",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),149800,120.0,4.0,2.0,Planta: 4ª,En buen estado,Entre 60 y 80€,0,0,1,No tiene,0,0,0
999,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,150000,90.0,3.0,1.0,Planta: 2ª,Reformado,Entre 10 y 20€,1,1,0,No tiene,0,0,1
1000,Piso en venta en Arenal-Centro,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),260000,151.0,5.0,2.0,Planta: 2ª,En buen estado,106.00 euros. agua fría,1,0,1,Gasóleo colectivo,0,0,0
1001,Apartamento en venta en Avenida de Bueu,Cangas,178000,70.0,2.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,Eléctrica,1,1,0
1002,Piso en venta en Calle de la Oliva,Centro-Echegaray (Pontevedra Capital),375000,167.0,5.0,3.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,0,0,0
1003,"Piso en venta en Calle de Venezuela, cerca de Calle de Taboada Leal",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),455000,153.0,4.0,3.0,Planta: 7ª,En buen estado,"260.00 euros. calefacción, agua fría y caliente",1,0,1,Gasóleo colectivo,1,1,1
1004,"Piso en venta en Calle de los Campos, 16",A Seca-Os Salgueriños (Pontevedra Capital),67000,84.0,2.0,1.0,Planta: 1ª,A reformar,0,0,0,0,Gasoil,0,0,0
1005,Piso en venta en Av. Madrid-Plaza España,O Castro (Distrito Casco Urbano. Vigo),183000,90.0,3.0,1.0,Planta: 3ª,En buen estado,60.00 euros.,1,0,1,"Si, sin especificar",1,0,0
1006,Piso en venta en Alcabre-Navia-Samil,Alcabre-Navia-Comesaña (Vigo),212000,96.0,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas individual,1,0,0
1007,"Piso en venta en Calle de San Roque, 5, cerca de Baixada de San Roque",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),253000,116.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Energía renovable,0,1,0
1008,"Piso en venta en Paseo de la Praia de Silgar, 50, cerca de Calle Parque de Vicaño",Adina (Santa María). Municipio de Sanxenxo,444000,90.0,3.0,2.0,Planta: 4ª,A estrenar,0,1,0,1,Calefacción individual,0,0,1
1009,Piso en venta en Costa del Sol,Camposancos (A Guarda),160000,76.0,2.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,1,1,0
1010,"Piso en venta en Calle de San Roque, 5, cerca de Baixada de San Roque",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),242000,92.0,2.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Energía renovable,0,1,0
1011,Apartamento en venta en Noalla,Sanxenxo,140000,52.0,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1012,"Piso en venta en Calle de Tomás Alonso, cerca de Calle de Pedro do Pazo",Bouzas (Distrito Casco Urbano. Vigo),280000,163.0,5.0,2.0,Planta: 2ª,A reformar,0,0,0,0,Gas natural,0,0,1
